virus,host,interaction
MG592426.1,Vibrio sp. 10N.4,NoInf
MG592426.1,Vibrio sp. 10N.5,NoInf
MG592426.1,Vibrio sp. F12,Inf
MG592426.1,Vibrio sp. F13,NoInf
MG592426.1,Vibrio splendidus,Inf
MG592426.1,Vibrio tasmaniensis,NoInf
MG592426.1,Vibrio vulnificus,NoInf
MG592427.1,Aliivibrio fischeri,NoInf
MG592427.1,Enterovibrio norvegicus,NoInf
MG592427.1,Shewanella sp. 10N.6,NoInf
MG592427.1,Shewanella sp. 10N.7,NoInf
MG592427.1,Vibrio alginolyticus,NoInf
MG592427.1,Vibrio anguillarum,NoInf
MG592427.1,Vibrio breoganii,NoInf
MG592427.1,Vibrio cyclitrophicus,Inf
MG592427.1,Vibrio kanaloae,NoInf
MG592427.1,Vibrio lentus,Inf
MG592427.1,Vibrio parahaemolyticus,NoInf
MG592427.1,Vibrio sp. 10N.1,NoInf
MG592427.1,Vibrio sp. 10N.2,NoInf
MG592427.1,Vibrio sp. 10N.3,NoInf
MG592427.1,Vibrio sp. 10N.4,NoInf
MG592427.1,Vibrio sp. 10N.5,NoInf
MG592427.1,Vibrio sp. F12,Inf
MG592427.1,Vibrio sp. F13,NoInf
MG592427.1,Vibrio splendidus,Inf
MG592427.1,Vibrio tasmaniensis,NoInf
MG592427.1,Vibrio vulnificus,NoInf
MG592428.1,Aliivibrio fischeri,NoInf
MG592428.1,Enterovibrio norvegicus,NoInf
MG592428.1,Shewanella sp. 10N.6,NoInf
MG592428.1,Shewanella sp. 10N.7,NoInf
MG592428.1,Vibrio alginolyticus,NoInf
MG592428.1,Vibrio anguillarum,NoInf
MG592428.1,Vibrio breoganii,NoInf
MG592428.1,Vibrio cyclitrophicus,NoInf
MG592428.1,Vibrio kanaloae,NoInf
MG592428.1,Vibrio lentus,NoInf
MG592428.1,Vibrio parahaemolyticus,NoInf
MG592428.1,Vibrio sp. 10N.1,NoInf
MG592428.1,Vibrio sp. 10N.2,NoInf
MG592428.1,Vibrio sp. 10N.3,NoInf
MG592428.1,Vibrio sp. 10N.4,NoInf
MG592428.1,Vibrio sp. 10N.5,NoInf
MG592428.1,Vibrio sp. F12,NoInf
MG592428.1,Vibrio sp. F13,NoInf
MG592428.1,Vibrio splendidus,Inf
MG592428.1,Vibrio tasmaniensis,NoInf
MG592428.1,Vibrio vulnificus,NoInf
MG592429.1,Aliivibrio fischeri,NoInf
MG592429.1,Enterovibrio norvegicus,NoInf
MG592429.1,Shewanella sp. 10N.6,NoInf
MG592429.1,Shewanella sp. 10N.7,NoInf
MG592429.1,Vibrio alginolyticus,NoInf
MG592429.1,Vibrio anguillarum,NoInf
MG592429.1,Vibrio breoganii,NoInf
MG592429.1,Vibrio cyclitrophicus,NoInf
MG592429.1,Vibrio kanaloae,NoInf
MG592429.1,Vibrio lentus,NoInf
MG592429.1,Vibrio parahaemolyticus,NoInf
MG592429.1,Vibrio sp. 10N.1,NoInf
MG592429.1,Vibrio sp. 10N.2,NoInf
MG592429.1,Vibrio sp. 10N.3,NoInf
MG592429.1,Vibrio sp. 10N.4,NoInf
MG592429.1,Vibrio sp. 10N.5,NoInf
MG592429.1,Vibrio sp. F12,NoInf
MG592429.1,Vibrio sp. F13,NoInf
MG592429.1,Vibrio splendidus,NoInf
MG592429.1,Vibrio tasmaniensis,NoInf
MG592429.1,Vibrio vulnificus,NoInf
MG592430.1,Aliivibrio fischeri,NoInf
MG592430.1,Enterovibrio norvegicus,NoInf
MG592430.1,Shewanella sp. 10N.6,NoInf
MG592430.1,Shewanella sp. 10N.7,NoInf
MG592430.1,Vibrio alginolyticus,NoInf
MG592430.1,Vibrio anguillarum,NoInf
MG592430.1,Vibrio breoganii,NoInf
MG592430.1,Vibrio cyclitrophicus,Inf
MG592430.1,Vibrio kanaloae,NoInf
MG592430.1,Vibrio lentus,Inf
MG592430.1,Vibrio parahaemolyticus,NoInf
MG592430.1,Vibrio sp. 10N.1,NoInf
MG592430.1,Vibrio sp. 10N.2,NoInf
MG592430.1,Vibrio sp. 10N.3,NoInf
MG592430.1,Vibrio sp. 10N.4,NoInf
MG592430.1,Vibrio sp. 10N.5,NoInf
MG592430.1,Vibrio sp. F12,Inf
MG592430.1,Vibrio sp. F13,NoInf
MG592430.1,Vibrio splendidus,Inf
MG592430.1,Vibrio tasmaniensis,NoInf
MG592430.1,Vibrio vulnificus,NoInf
MG592431.1,Aliivibrio fischeri,NoInf
MG592431.1,Enterovibrio norvegicus,NoInf
MG592431.1,Shewanella sp. 10N.6,Inf
MG592431.1,Shewanella sp. 10N.7,NoInf
MG592431.1,Vibrio alginolyticus,NoInf
MG592431.1,Vibrio anguillarum,NoInf
MG592431.1,Vibrio breoganii,NoInf
MG592431.1,Vibrio cyclitrophicus,NoInf
MG592431.1,Vibrio kanaloae,NoInf
MG592431.1,Vibrio lentus,NoInf
MG592431.1,Vibrio parahaemolyticus,NoInf
MG592431.1,Vibrio sp. 10N.1,NoInf
MG592431.1,Vibrio sp. 10N.2,NoInf
MG592431.1,Vibrio sp. 10N.3,NoInf
MG592431.1,Vibrio sp. 10N.4,NoInf
MG592431.1,Vibrio sp. 10N.5,NoInf
MG592431.1,Vibrio sp. F12,NoInf
MG592431.1,Vibrio sp. F13,NoInf
MG592431.1,Vibrio splendidus,NoInf
MG592431.1,Vibrio tasmaniensis,NoInf
MG592431.1,Vibrio vulnificus,NoInf
MG592432.1,Aliivibrio fischeri,NoInf
MG592432.1,Enterovibrio norvegicus,NoInf
MG592432.1,Shewanella sp. 10N.6,Inf
MG592432.1,Shewanella sp. 10N.7,NoInf
MG592432.1,Vibrio alginolyticus,NoInf
MG592432.1,Vibrio anguillarum,NoInf
MG592432.1,Vibrio breoganii,NoInf
MG592432.1,Vibrio cyclitrophicus,NoInf
MG592432.1,Vibrio kanaloae,NoInf
MG592432.1,Vibrio lentus,NoInf
MG592432.1,Vibrio parahaemolyticus,NoInf
MG592432.1,Vibrio sp. 10N.1,NoInf
MG592432.1,Vibrio sp. 10N.2,NoInf
MG592432.1,Vibrio sp. 10N.3,NoInf
MG592432.1,Vibrio sp. 10N.4,NoInf
MG592432.1,Vibrio sp. 10N.5,NoInf
MG592432.1,Vibrio sp. F12,NoInf
MG592432.1,Vibrio sp. F13,NoInf
MG592432.1,Vibrio splendidus,NoInf
MG592432.1,Vibrio tasmaniensis,NoInf
MG592432.1,Vibrio vulnificus,NoInf
MG592433.1,Aliivibrio fischeri,NoInf
MG592433.1,Enterovibrio norvegicus,Inf
MG592433.1,Shewanella sp. 10N.6,NoInf
MG592433.1,Shewanella sp. 10N.7,NoInf
MG592433.1,Vibrio alginolyticus,NoInf
MG592433.1,Vibrio anguillarum,NoInf
MG592433.1,Vibrio breoganii,NoInf
MG592433.1,Vibrio cyclitrophicus,NoInf
MG592433.1,Vibrio kanaloae,NoInf
MG592433.1,Vibrio lentus,NoInf
MG592433.1,Vibrio parahaemolyticus,NoInf
MG592433.1,Vibrio sp. 10N.1,NoInf
MG592433.1,Vibrio sp. 10N.2,NoInf
MG592433.1,Vibrio sp. 10N.3,NoInf
MG592433.1,Vibrio sp. 10N.4,NoInf
MG592433.1,Vibrio sp. 10N.5,NoInf
MG592433.1,Vibrio sp. F12,NoInf
MG592433.1,Vibrio sp. F13,NoInf
MG592433.1,Vibrio splendidus,NoInf
MG592433.1,Vibrio tasmaniensis,NoInf
MG592433.1,Vibrio vulnificus,NoInf
MG592434.1,Aliivibrio fischeri,NoInf
MG592434.1,Enterovibrio norvegicus,NoInf
MG592434.1,Shewanella sp. 10N.6,NoInf
MG592434.1,Shewanella sp. 10N.7,NoInf
MG592434.1,Vibrio alginolyticus,NoInf
MG592434.1,Vibrio anguillarum,NoInf
MG592434.1,Vibrio breoganii,NoInf
MG592434.1,Vibrio cyclitrophicus,NoInf
MG592434.1,Vibrio kanaloae,NoInf
MG592434.1,Vibrio lentus,NoInf
MG592434.1,Vibrio parahaemolyticus,NoInf
MG592434.1,Vibrio sp. 10N.1,NoInf
MG592434.1,Vibrio sp. 10N.2,NoInf
MG592434.1,Vibrio sp. 10N.3,Inf
MG592434.1,Vibrio sp. 10N.4,NoInf
MG592434.1,Vibrio sp. 10N.5,NoInf
MG592434.1,Vibrio sp. F12,NoInf
MG592434.1,Vibrio sp. F13,NoInf
MG592434.1,Vibrio splendidus,NoInf
MG592434.1,Vibrio tasmaniensis,NoInf
MG592434.1,Vibrio vulnificus,NoInf
MG592435.1,Aliivibrio fischeri,NoInf
MG592435.1,Enterovibrio norvegicus,NoInf
MG592435.1,Shewanella sp. 10N.6,Inf
MG592435.1,Shewanella sp. 10N.7,NoInf
MG592435.1,Vibrio alginolyticus,NoInf
MG592435.1,Vibrio anguillarum,NoInf
MG592435.1,Vibrio breoganii,NoInf
MG592435.1,Vibrio cyclitrophicus,NoInf
MG592435.1,Vibrio kanaloae,NoInf
MG592435.1,Vibrio lentus,NoInf
MG592435.1,Vibrio parahaemolyticus,NoInf
MG592435.1,Vibrio sp. 10N.1,NoInf
MG592435.1,Vibrio sp. 10N.2,NoInf
MG592435.1,Vibrio sp. 10N.3,NoInf
MG592435.1,Vibrio sp. 10N.4,NoInf
MG592435.1,Vibrio sp. 10N.5,NoInf
MG592435.1,Vibrio sp. F12,NoInf
MG592435.1,Vibrio sp. F13,NoInf
MG592435.1,Vibrio splendidus,NoInf
MG592435.1,Vibrio tasmaniensis,NoInf
MG592435.1,Vibrio vulnificus,NoInf
MG592436.1,Aliivibrio fischeri,NoInf
MG592436.1,Enterovibrio norvegicus,NoInf
MG592436.1,Shewanella sp. 10N.6,NoInf
MG592436.1,Shewanella sp. 10N.7,NoInf
MG592436.1,Vibrio alginolyticus,NoInf
MG592436.1,Vibrio anguillarum,NoInf
MG592436.1,Vibrio breoganii,NoInf
MG592436.1,Vibrio cyclitrophicus,NoInf
MG592436.1,Vibrio kanaloae,NoInf
MG592436.1,Vibrio lentus,Inf
MG592436.1,Vibrio parahaemolyticus,NoInf
MG592436.1,Vibrio sp. 10N.1,NoInf
MG592436.1,Vibrio sp. 10N.2,NoInf
MG592436.1,Vibrio sp. 10N.3,NoInf
MG592436.1,Vibrio sp. 10N.4,NoInf
MG592436.1,Vibrio sp. 10N.5,NoInf
MG592436.1,Vibrio sp. F12,NoInf
MG592436.1,Vibrio sp. F13,NoInf
MG592436.1,Vibrio splendidus,NoInf
MG592436.1,Vibrio tasmaniensis,NoInf
MG592436.1,Vibrio vulnificus,NoInf
MG592437.1,Aliivibrio fischeri,NoInf
MG592437.1,Enterovibrio norvegicus,NoInf
MG592437.1,Shewanella sp. 10N.6,NoInf
MG592437.1,Shewanella sp. 10N.7,NoInf
MG592437.1,Vibrio alginolyticus,NoInf
MG592437.1,Vibrio anguillarum,NoInf
MG592437.1,Vibrio breoganii,NoInf
MG592437.1,Vibrio cyclitrophicus,Inf
MG592437.1,Vibrio kanaloae,NoInf
MG592437.1,Vibrio lentus,Inf
MG592437.1,Vibrio parahaemolyticus,NoInf
MG592437.1,Vibrio sp. 10N.1,NoInf
MG592437.1,Vibrio sp. 10N.2,NoInf
MG592437.1,Vibrio sp. 10N.3,NoInf
MG592437.1,Vibrio sp. 10N.4,NoInf
MG592437.1,Vibrio sp. 10N.5,NoInf
MG592437.1,Vibrio sp. F12,Inf
MG592437.1,Vibrio sp. F13,NoInf
MG592437.1,Vibrio splendidus,Inf
MG592437.1,Vibrio tasmaniensis,NoInf
MG592437.1,Vibrio vulnificus,NoInf
MG592438.1,Aliivibrio fischeri,NoInf
MG592438.1,Enterovibrio norvegicus,NoInf
MG592438.1,Shewanella sp. 10N.6,NoInf
MG592438.1,Shewanella sp. 10N.7,NoInf
MG592438.1,Vibrio alginolyticus,NoInf
MG592438.1,Vibrio anguillarum,NoInf
MG592438.1,Vibrio breoganii,NoInf
MG592438.1,Vibrio cyclitrophicus,NoInf
MG592438.1,Vibrio kanaloae,NoInf
MG592438.1,Vibrio lentus,Inf
MG592438.1,Vibrio parahaemolyticus,NoInf
MG592438.1,Vibrio sp. 10N.1,NoInf
MG592438.1,Vibrio sp. 10N.2,NoInf
MG592438.1,Vibrio sp. 10N.3,NoInf
MG592438.1,Vibrio sp. 10N.4,NoInf
MG592438.1,Vibrio sp. 10N.5,NoInf
MG592438.1,Vibrio sp. F12,NoInf
MG592438.1,Vibrio sp. F13,NoInf
MG592438.1,Vibrio splendidus,Inf
MG592438.1,Vibrio tasmaniensis,NoInf
MG592438.1,Vibrio vulnificus,NoInf
MG592439.1,Aliivibrio fischeri,NoInf
MG592439.1,Enterovibrio norvegicus,NoInf
MG592439.1,Shewanella sp. 10N.6,NoInf
MG592439.1,Shewanella sp. 10N.7,NoInf
MG592439.1,Vibrio alginolyticus,NoInf
MG592439.1,Vibrio anguillarum,NoInf
MG592439.1,Vibrio breoganii,NoInf
MG592439.1,Vibrio cyclitrophicus,NoInf
MG592439.1,Vibrio kanaloae,NoInf
MG592439.1,Vibrio lentus,Inf
MG592439.1,Vibrio parahaemolyticus,NoInf
MG592439.1,Vibrio sp. 10N.1,NoInf
MG592439.1,Vibrio sp. 10N.2,NoInf
MG592439.1,Vibrio sp. 10N.3,NoInf
MG592439.1,Vibrio sp. 10N.4,NoInf
MG592439.1,Vibrio sp. 10N.5,NoInf
MG592439.1,Vibrio sp. F12,NoInf
MG592439.1,Vibrio sp. F13,NoInf
MG592439.1,Vibrio splendidus,NoInf
MG592439.1,Vibrio tasmaniensis,NoInf
MG592439.1,Vibrio vulnificus,NoInf
MG592440.1,Aliivibrio fischeri,NoInf
MG592440.1,Enterovibrio norvegicus,NoInf
MG592440.1,Shewanella sp. 10N.6,NoInf
MG592440.1,Shewanella sp. 10N.7,NoInf
MG592440.1,Vibrio alginolyticus,NoInf
MG592440.1,Vibrio anguillarum,NoInf
MG592440.1,Vibrio breoganii,NoInf
MG592440.1,Vibrio cyclitrophicus,Inf
MG592440.1,Vibrio kanaloae,NoInf
MG592440.1,Vibrio lentus,Inf
MG592440.1,Vibrio parahaemolyticus,NoInf
MG592440.1,Vibrio sp. 10N.1,NoInf
MG592440.1,Vibrio sp. 10N.2,NoInf
MG592440.1,Vibrio sp. 10N.3,NoInf
MG592440.1,Vibrio sp. 10N.4,NoInf
MG592440.1,Vibrio sp. 10N.5,NoInf
MG592440.1,Vibrio sp. F12,Inf
MG592440.1,Vibrio sp. F13,NoInf
MG592440.1,Vibrio splendidus,Inf
MG592440.1,Vibrio tasmaniensis,NoInf
MG592440.1,Vibrio vulnificus,NoInf
MG592441.1,Aliivibrio fischeri,NoInf
MG592441.1,Enterovibrio norvegicus,NoInf
MG592441.1,Shewanella sp. 10N.6,NoInf
MG592441.1,Shewanella sp. 10N.7,NoInf
MG592441.1,Vibrio alginolyticus,NoInf
MG592441.1,Vibrio anguillarum,NoInf
MG592441.1,Vibrio breoganii,NoInf
MG592441.1,Vibrio cyclitrophicus,NoInf
MG592441.1,Vibrio kanaloae,NoInf
MG592441.1,Vibrio lentus,Inf
MG592441.1,Vibrio parahaemolyticus,NoInf
MG592441.1,Vibrio sp. 10N.1,NoInf
MG592441.1,Vibrio sp. 10N.2,NoInf
MG592441.1,Vibrio sp. 10N.3,NoInf
MG592441.1,Vibrio sp. 10N.4,NoInf
MG592441.1,Vibrio sp. 10N.5,NoInf
MG592441.1,Vibrio sp. F12,NoInf
MG592441.1,Vibrio sp. F13,NoInf
MG592441.1,Vibrio splendidus,NoInf
MG592441.1,Vibrio tasmaniensis,NoInf
MG592441.1,Vibrio vulnificus,NoInf
MG592442.1,Aliivibrio fischeri,NoInf
MG592442.1,Enterovibrio norvegicus,NoInf
MG592442.1,Shewanella sp. 10N.6,NoInf
MG592442.1,Shewanella sp. 10N.7,NoInf
MG592442.1,Vibrio alginolyticus,NoInf
MG592442.1,Vibrio anguillarum,NoInf
MG592442.1,Vibrio breoganii,Inf
MG592442.1,Vibrio cyclitrophicus,NoInf
MG592442.1,Vibrio kanaloae,NoInf
MG592442.1,Vibrio lentus,NoInf
MG592442.1,Vibrio parahaemolyticus,NoInf
MG592442.1,Vibrio sp. 10N.1,NoInf
MG592442.1,Vibrio sp. 10N.2,NoInf
MG592442.1,Vibrio sp. 10N.3,NoInf
MG592442.1,Vibrio sp. 10N.4,NoInf
MG592442.1,Vibrio sp. 10N.5,NoInf
MG592442.1,Vibrio sp. F12,NoInf
MG592442.1,Vibrio sp. F13,NoInf
MG592442.1,Vibrio splendidus,NoInf
MG592442.1,Vibrio tasmaniensis,NoInf
MG592442.1,Vibrio vulnificus,NoInf
MG592443.1,Aliivibrio fischeri,NoInf
MG592443.1,Enterovibrio norvegicus,NoInf
MG592443.1,Shewanella sp. 10N.6,NoInf
MG592443.1,Shewanella sp. 10N.7,NoInf
MG592443.1,Vibrio alginolyticus,NoInf
MG592443.1,Vibrio anguillarum,NoInf
MG592443.1,Vibrio breoganii,NoInf
MG592443.1,Vibrio cyclitrophicus,NoInf
MG592443.1,Vibrio kanaloae,NoInf
MG592443.1,Vibrio lentus,Inf
MG592443.1,Vibrio parahaemolyticus,NoInf
MG592443.1,Vibrio sp. 10N.1,NoInf
MG592443.1,Vibrio sp. 10N.2,NoInf
MG592443.1,Vibrio sp. 10N.3,NoInf
MG592443.1,Vibrio sp. 10N.4,NoInf
MG592443.1,Vibrio sp. 10N.5,NoInf
MG592443.1,Vibrio sp. F12,NoInf
MG592443.1,Vibrio sp. F13,NoInf
MG592443.1,Vibrio splendidus,NoInf
MG592443.1,Vibrio tasmaniensis,NoInf
MG592443.1,Vibrio vulnificus,NoInf
MG592444.1,Aliivibrio fischeri,NoInf
MG592444.1,Enterovibrio norvegicus,NoInf
MG592444.1,Shewanella sp. 10N.6,NoInf
MG592444.1,Shewanella sp. 10N.7,NoInf
MG592444.1,Vibrio alginolyticus,NoInf
MG592444.1,Vibrio anguillarum,NoInf
MG592444.1,Vibrio breoganii,NoInf
MG592444.1,Vibrio cyclitrophicus,NoInf
MG592444.1,Vibrio kanaloae,NoInf
MG592444.1,Vibrio lentus,Inf
MG592444.1,Vibrio parahaemolyticus,NoInf
MG592444.1,Vibrio sp. 10N.1,NoInf
MG592444.1,Vibrio sp. 10N.2,NoInf
MG592444.1,Vibrio sp. 10N.3,NoInf
MG592444.1,Vibrio sp. 10N.4,NoInf
MG592444.1,Vibrio sp. 10N.5,NoInf
MG592444.1,Vibrio sp. F12,NoInf
MG592444.1,Vibrio sp. F13,NoInf
MG592444.1,Vibrio splendidus,NoInf
MG592444.1,Vibrio tasmaniensis,NoInf
MG592444.1,Vibrio vulnificus,NoInf
MG592445.1,Aliivibrio fischeri,NoInf
MG592445.1,Enterovibrio norvegicus,NoInf
MG592445.1,Shewanella sp. 10N.6,NoInf
MG592445.1,Shewanella sp. 10N.7,NoInf
MG592445.1,Vibrio alginolyticus,NoInf
MG592445.1,Vibrio anguillarum,NoInf
MG592445.1,Vibrio breoganii,NoInf
MG592445.1,Vibrio cyclitrophicus,NoInf
MG592445.1,Vibrio kanaloae,NoInf
MG592445.1,Vibrio lentus,Inf
MG592445.1,Vibrio parahaemolyticus,NoInf
MG592445.1,Vibrio sp. 10N.1,NoInf
MG592445.1,Vibrio sp. 10N.2,NoInf
MG592445.1,Vibrio sp. 10N.3,NoInf
MG592445.1,Vibrio sp. 10N.4,NoInf
MG592445.1,Vibrio sp. 10N.5,NoInf
MG592445.1,Vibrio sp. F12,NoInf
MG592445.1,Vibrio sp. F13,NoInf
MG592445.1,Vibrio splendidus,NoInf
MG592445.1,Vibrio tasmaniensis,NoInf
MG592445.1,Vibrio vulnificus,NoInf
MG592446.1,Aliivibrio fischeri,NoInf
MG592446.1,Enterovibrio norvegicus,NoInf
MG592446.1,Shewanella sp. 10N.6,NoInf
MG592446.1,Shewanella sp. 10N.7,NoInf
MG592446.1,Vibrio alginolyticus,NoInf
MG592446.1,Vibrio anguillarum,NoInf
MG592446.1,Vibrio breoganii,NoInf
MG592446.1,Vibrio cyclitrophicus,Inf
MG592446.1,Vibrio kanaloae,NoInf
MG592446.1,Vibrio lentus,Inf
MG592446.1,Vibrio parahaemolyticus,NoInf
MG592446.1,Vibrio sp. 10N.1,NoInf
MG592446.1,Vibrio sp. 10N.2,NoInf
MG592446.1,Vibrio sp. 10N.3,NoInf
MG592446.1,Vibrio sp. 10N.4,NoInf
MG592446.1,Vibrio sp. 10N.5,NoInf
MG592446.1,Vibrio sp. F12,Inf
MG592446.1,Vibrio sp. F13,NoInf
MG592446.1,Vibrio splendidus,Inf
MG592446.1,Vibrio tasmaniensis,NoInf
MG592446.1,Vibrio vulnificus,NoInf
MG592447.1,Aliivibrio fischeri,NoInf
MG592447.1,Enterovibrio norvegicus,Inf
MG592447.1,Shewanella sp. 10N.6,NoInf
MG592447.1,Shewanella sp. 10N.7,NoInf
MG592447.1,Vibrio alginolyticus,NoInf
MG592447.1,Vibrio anguillarum,NoInf
MG592447.1,Vibrio breoganii,NoInf
MG592447.1,Vibrio cyclitrophicus,NoInf
MG592447.1,Vibrio kanaloae,NoInf
MG592447.1,Vibrio lentus,NoInf
MG592447.1,Vibrio parahaemolyticus,NoInf
MG592447.1,Vibrio sp. 10N.1,NoInf
MG592447.1,Vibrio sp. 10N.2,NoInf
MG592447.1,Vibrio sp. 10N.3,NoInf
MG592447.1,Vibrio sp. 10N.4,NoInf
MG592447.1,Vibrio sp. 10N.5,NoInf
MG592447.1,Vibrio sp. F12,NoInf
MG592447.1,Vibrio sp. F13,NoInf
MG592447.1,Vibrio splendidus,NoInf
MG592447.1,Vibrio tasmaniensis,NoInf
MG592447.1,Vibrio vulnificus,NoInf
MG592448.1,Aliivibrio fischeri,NoInf
MG592448.1,Enterovibrio norvegicus,NoInf
MG592448.1,Shewanella sp. 10N.6,NoInf
MG592448.1,Shewanella sp. 10N.7,NoInf
MG592448.1,Vibrio alginolyticus,NoInf
MG592448.1,Vibrio anguillarum,NoInf
MG592448.1,Vibrio breoganii,NoInf
MG592448.1,Vibrio cyclitrophicus,NoInf
MG592448.1,Vibrio kanaloae,NoInf
MG592448.1,Vibrio lentus,Inf
MG592448.1,Vibrio parahaemolyticus,NoInf
MG592448.1,Vibrio sp. 10N.1,NoInf
MG592448.1,Vibrio sp. 10N.2,NoInf
MG592448.1,Vibrio sp. 10N.3,NoInf
MG592448.1,Vibrio sp. 10N.4,NoInf
MG592448.1,Vibrio sp. 10N.5,NoInf
MG592448.1,Vibrio sp. F12,NoInf
MG592448.1,Vibrio sp. F13,NoInf
MG592448.1,Vibrio splendidus,NoInf
MG592448.1,Vibrio tasmaniensis,NoInf
MG592448.1,Vibrio vulnificus,NoInf
MG592449.1,Aliivibrio fischeri,NoInf
MG592449.1,Enterovibrio norvegicus,NoInf
MG592449.1,Shewanella sp. 10N.6,NoInf
MG592449.1,Shewanella sp. 10N.7,NoInf
MG592449.1,Vibrio alginolyticus,NoInf
MG592449.1,Vibrio anguillarum,NoInf
MG592449.1,Vibrio breoganii,NoInf
MG592449.1,Vibrio cyclitrophicus,NoInf
MG592449.1,Vibrio kanaloae,NoInf
MG592449.1,Vibrio lentus,Inf
MG592449.1,Vibrio parahaemolyticus,NoInf
MG592449.1,Vibrio sp. 10N.1,NoInf
MG592449.1,Vibrio sp. 10N.2,NoInf
MG592449.1,Vibrio sp. 10N.3,NoInf
MG592449.1,Vibrio sp. 10N.4,NoInf
MG592449.1,Vibrio sp. 10N.5,NoInf
MG592449.1,Vibrio sp. F12,NoInf
MG592449.1,Vibrio sp. F13,NoInf
MG592449.1,Vibrio splendidus,NoInf
MG592449.1,Vibrio tasmaniensis,NoInf
MG592449.1,Vibrio vulnificus,NoInf
MG592450.1,Aliivibrio fischeri,NoInf
MG592450.1,Enterovibrio norvegicus,NoInf
MG592450.1,Shewanella sp. 10N.6,NoInf
MG592450.1,Shewanella sp. 10N.7,NoInf
MG592450.1,Vibrio alginolyticus,NoInf
MG592450.1,Vibrio anguillarum,NoInf
MG592450.1,Vibrio breoganii,Inf
MG592450.1,Vibrio cyclitrophicus,NoInf
MG592450.1,Vibrio kanaloae,NoInf
MG592450.1,Vibrio lentus,NoInf
MG592450.1,Vibrio parahaemolyticus,NoInf
MG592450.1,Vibrio sp. 10N.1,NoInf
MG592450.1,Vibrio sp. 10N.2,NoInf
MG592450.1,Vibrio sp. 10N.3,NoInf
MG592450.1,Vibrio sp. 10N.4,NoInf
MG592450.1,Vibrio sp. 10N.5,NoInf
MG592450.1,Vibrio sp. F12,NoInf
MG592450.1,Vibrio sp. F13,NoInf
MG592450.1,Vibrio splendidus,NoInf
MG592450.1,Vibrio tasmaniensis,NoInf
MG592450.1,Vibrio vulnificus,NoInf
MG592451.1,Aliivibrio fischeri,NoInf
MG592451.1,Enterovibrio norvegicus,NoInf
MG592451.1,Shewanella sp. 10N.6,NoInf
MG592451.1,Shewanella sp. 10N.7,NoInf
MG592451.1,Vibrio alginolyticus,NoInf
MG592451.1,Vibrio anguillarum,NoInf
MG592451.1,Vibrio breoganii,NoInf
MG592451.1,Vibrio cyclitrophicus,NoInf
MG592451.1,Vibrio kanaloae,NoInf
MG592451.1,Vibrio lentus,NoInf
MG592451.1,Vibrio parahaemolyticus,NoInf
MG592451.1,Vibrio sp. 10N.1,NoInf
MG592451.1,Vibrio sp. 10N.2,NoInf
MG592451.1,Vibrio sp. 10N.3,NoInf
MG592451.1,Vibrio sp. 10N.4,NoInf
MG592451.1,Vibrio sp. 10N.5,NoInf
MG592451.1,Vibrio sp. F12,Inf
MG592451.1,Vibrio sp. F13,NoInf
MG592451.1,Vibrio splendidus,NoInf
MG592451.1,Vibrio tasmaniensis,NoInf
MG592451.1,Vibrio vulnificus,NoInf
MG592452.1,Aliivibrio fischeri,NoInf
MG592452.1,Enterovibrio norvegicus,NoInf
MG592452.1,Shewanella sp. 10N.6,NoInf
MG592452.1,Shewanella sp. 10N.7,Inf
MG592452.1,Vibrio alginolyticus,NoInf
MG592452.1,Vibrio anguillarum,NoInf
MG592452.1,Vibrio breoganii,NoInf
MG592452.1,Vibrio cyclitrophicus,NoInf
MG592452.1,Vibrio kanaloae,NoInf
MG592452.1,Vibrio lentus,NoInf
MG592452.1,Vibrio parahaemolyticus,NoInf
MG592452.1,Vibrio sp. 10N.1,NoInf
MG592452.1,Vibrio sp. 10N.2,NoInf
MG592452.1,Vibrio sp. 10N.3,NoInf
MG592452.1,Vibrio sp. 10N.4,NoInf
MG592452.1,Vibrio sp. 10N.5,NoInf
MG592452.1,Vibrio sp. F12,NoInf
MG592452.1,Vibrio sp. F13,NoInf
MG592452.1,Vibrio splendidus,NoInf
MG592452.1,Vibrio tasmaniensis,NoInf
MG592452.1,Vibrio vulnificus,NoInf
MG592453.1,Aliivibrio fischeri,NoInf
MG592453.1,Enterovibrio norvegicus,Inf
MG592453.1,Shewanella sp. 10N.6,NoInf
MG592453.1,Shewanella sp. 10N.7,NoInf
MG592453.1,Vibrio alginolyticus,NoInf
MG592453.1,Vibrio anguillarum,NoInf
MG592453.1,Vibrio breoganii,NoInf
MG592453.1,Vibrio cyclitrophicus,NoInf
MG592453.1,Vibrio kanaloae,NoInf
MG592453.1,Vibrio lentus,NoInf
MG592453.1,Vibrio parahaemolyticus,NoInf
MG592453.1,Vibrio sp. 10N.1,NoInf
MG592453.1,Vibrio sp. 10N.2,NoInf
MG592453.1,Vibrio sp. 10N.3,NoInf
MG592453.1,Vibrio sp. 10N.4,NoInf
MG592453.1,Vibrio sp. 10N.5,NoInf
MG592453.1,Vibrio sp. F12,NoInf
MG592453.1,Vibrio sp. F13,NoInf
MG592453.1,Vibrio splendidus,NoInf
MG592453.1,Vibrio tasmaniensis,NoInf
MG592453.1,Vibrio vulnificus,NoInf
MG592454.1,Aliivibrio fischeri,NoInf
